period,gaslimit,transactionpool,connection,position,number,dbreadtime,dbwritetime,tps,committime,consensus_clique_cost,delay,contracttime,queuetime,peer_message_sent,peer_message_recieved,peer_message_tps
6,16000000,5120 2048 3072 2048,tree,a,2,319.10572881355927,2170.401,20.83333333333333,3877.0,11.727885455,10416.348623853211,248.53337560516405,7836.5904225352115,60233.05062424274,21823.64220618448,82056.69283042723
6,16000000,5120 2048 3072 2048,tree,b,1,465.5056666666666,2816.813625,41.66666666666666,5142.75,101.22130673699998,7344.395833333333,270.85847792022776,6688.088631984586,84233.19796145883,42302.25752508361,126535.45548654244
6,16000000,5120 2048 3072 2048,tree,b,2,301.4131,2954.19675,20.833767370153545,0.0,89.83267416075,10463.25974025974,235.98913260869628,9745.586783137103,50446.73496714726,23220.108159727628,73666.84312687488
6,16000000,5120 2048 3072 2048,tree,b,4,148.9492807017544,1102.907821428571,10.416666666666666,2963.0,38.490025419107134,22417.6,249.6010720846415,49718.21478521478,24035.21513165601,10959.809621277042,34995.02475293305
6,16000000,5120 2048 3072 2048,random,a,1,754.99625,1401.5239999999997,41.664930627890506,5190.5,74.55892250975,6677.638834951456,242.47366755319143,6505.006993006993,105.18407212622088,51.08940646130728,156.27347858752816
6,16000000,5120 2048 3072 2048,random,a,2,277.6727096774194,1744.4237142857144,20.83333333333333,3242.0,11.62953073442857,10358.25,244.49206691230623,11479.647027880064,53730.43913984456,12832.467989381325,66562.90712922589
6,16000000,5120 2048 3072 2048,random,a,4,246.25185496183207,1620.4623,23.50182319516563,5666.5,74.14368064010003,20962.756944444445,218.4926762715732,19238.030182232345,51988.28635744807,18472.515400272285,70460.80175772036
6,16000000,5120 2048 3072 2048,random,b,1,700.234625,1287.0135,41.66666666666666,5202.5,95.88698907575,5891.974637681159,225.53788699262032,5592.3626373626375,109.09400835251002,60.00170459388051,169.0957129463905
6,16000000,5120 2048 3072 2048,random,b,2,267.8614067796611,3336.018571428572,27.77777777777778,2.0,90.8831912472857,10746.0,205.48329551303613,11925.550499827646,71719.80957226442,21848.166587927462,93567.97616019189
6,16000000,5120 2048 3072 2048,random,b,4,214.0821944444444,512.9911785714286,13.888695990333469,4531.166666666667,66.69799435560712,22967.85714285714,237.4199795134444,48546.61238761239,33963.59436797975,12276.639772187946,46240.2341401677
6,17000000,1024 2048 3072 2048,ring,a,1,589.9740555555558,1490.0972499999998,41.66666666666666,5142.0,69.199993171875,5382.553072625698,256.3869430693069,4167.44150499706,46418.427357874105,27242.84667630344,73661.27403417754
6,17000000,1024 2048 3072 2048,ring,a,2,267.0485,3170.616666666667,27.77700619427238,3126.0,11.545714548666666,10846.83962264151,242.96093454984165,12075.964757709253,31407.5955830727,15129.507882811004,46537.1034658837
6,17000000,1024 2048 3072 2048,ring,b,1,583.560625,1540.3855,41.664930627890506,5213.625,82.25640831675003,6543.446096654275,243.29729339746444,6166.141858141858,102.7900146842878,51.15026921194322,153.94028389623102
6,17000000,1024 2048 3072 2048,ring,b,2,260.8301,2068.4204285714286,27.778549404150112,0.0,76.71145636614285,10951.7,236.0242350007555,10264.063004032258,22115.400124638,16502.95098793944,38618.35111257744
6,17000000,1024 2048 3072 2048,tree,a,1,522.0645757575758,2828.438000000001,55.5524693072607,5014.428571428572,74.604835076,4699.25,221.7923495858433,2741.2084148727986,116976.69110223433,46981.014880821735,163957.70598305605
6,17000000,1024 2048 3072 2048,tree,a,2,294.44303773584903,2185.1980000000003,27.77777777777778,3430.0,11.673721999166666,10137.237623762376,256.30718184629643,7877.718651543793,64774.61159434864,27209.7641912615,91984.37578561011
6,17000000,1024 2048 3072 2048,tree,b,1,413.4689268292682,1769.0195,41.66666666666666,5167.375,82.46209619437501,6122.261437908497,271.4355012499994,5827.814185814186,75243.72001957905,40620.08810572687,115863.80812530592
6,17000000,1024 2048 3072 2048,tree,b,2,319.35185,2459.8937142857144,27.77777777777778,1.0,88.53569475685715,11118.7,247.5991698910606,11129.998179243374,69223.84090374205,27530.642504118616,96754.48340786068
6,17000000,1024 2048 3072 2048,tree,b,4,146.1152,1913.045866666666,12.8223210965649,4760.111111111111,48.159112978900005,18606.0,226.1385013265661,45748.11488511488,32742.89152616149,13448.45796366709,46191.34948982858
6,17000000,1024 2048 3072 2048,random,a,1,953.9301428571428,1499.475428571429,55.55555555555556,5124.0,108.6555472937143,5355.603248259861,222.79547595438763,4901.097902097902,111.61713217679733,52.86018901203043,164.47732118882774
6,17000000,1024 2048 3072 2048,random,a,2,272.66207547169813,1574.6081666666669,27.77700619427238,3093.0,11.525662709,10325.514563106795,229.7545971325028,10873.853054485417,69405.10624237495,15623.081028873528,85028.18727124848
6,17000000,1024 2048 3072 2048,random,b,1,578.6255,4173.02125,41.66666666666666,5185.25,69.87505841775,5950.5632,238.6388508963709,5701.41058941059,123.45936476820089,70.11324059977895,193.5726053679798
6,17000000,1024 2048 3072 2048,random,b,2,305.068947368421,1757.9188571428572,27.77777777777778,0.0,84.58568180514287,11279.868421052632,267.14067121459345,12215.390149686142,56553.16027649312,14442.68735392113,70995.84763041424
6,17000000,1024 2048 3072 2048,random,b,4,149.78424561403514,1804.2285666666671,13.88888888888889,4432.75,36.95531379016667,22581.04761904762,249.7687425928103,49573.21078921079,25955.8149177254,11065.002815716029,37020.81773344142
6,17000000,2048 2048 3072 2048,ring,a,1,517.3452162162162,1385.006,41.66666666666666,5188.875,5.330847606375,5442.083333333333,266.27845449395795,4238.456079115765,46924.06922283083,27539.61260617608,74463.6818290069
6,17000000,2048 2048 3072 2048,ring,a,2,277.092888888889,1759.5265000000002,27.77777777777778,3279.0,11.579898909833334,10175.5,236.56975648702573,10982.750131509732,24447.179538390483,14845.764002446604,39292.94354083709
6,17000000,2048 2048 3072 2048,ring,b,1,595.2294999999999,1191.3191250000002,41.664930627890506,5146.0,68.90500912125,6779.762396694215,248.2677734564899,6580.829170829171,93.0643026194392,50.00200569617714,143.06630831561634
6,17000000,2048 2048 3072 2048,ring,b,2,219.16920000000007,3077.291285714286,27.77700619427238,0.0,84.42852817157144,16323.25352112676,249.3004223591234,14835.4596716631,22849.18963913235,17210.118493854967,40059.30813298732
6,17000000,2048 2048 3072 2048,ring,b,4,164.48718110236217,780.6979375000001,13.88888888888889,2768.0,51.95077970153124,22174.5,232.46434764047527,45425.16383616384,13546.86638535736,10844.84499784378,24391.71138320114
6,17000000,2048 2048 3072 2048,tree,a,1,444.8104166666667,1122.9958749999998,41.66666666666666,5185.0,5.319570678875,4245.92380952381,248.4539381845186,2801.2025316455697,88298.44831325539,39124.54898558726,127422.99729884265
6,17000000,2048 2048 3072 2048,tree,a,2,383.8643773584905,1823.881833333333,27.77777777777778,3209.0,11.631523267,10345.025,249.8114225988704,7092.679914399267,67999.94969376076,25920.79282633029,93920.74252009104
6,17000000,2048 2048 3072 2048,tree,b,1,416.66702941176464,1654.4320000000002,55.55555555555556,5105.714285714285,72.54108869199999,5512.563088512241,264.5809257880377,5241.105894105895,85144.72480062753,46104.30557371334,131249.03037434086
6,17000000,2048 2048 3072 2048,tree,b,2,246.31825,1977.3797142857145,27.77777777777778,1.0,82.97834668628572,10812.07142857143,240.23936155119384,17961.294676330916,95075.82334044484,29247.30866377302,124323.13200421786
6,17000000,2048 2048 3072 2048,random,a,1,567.0264999999999,4365.93375,41.664930627890506,5154.5,74.97298427037501,5742.085551330799,241.9302594876662,5389.781218781219,106.45900588974592,63.62897064984352,170.08797653958945
6,17000000,2048 2048 3072 2048,random,a,2,319.2570961538462,2020.404166666667,27.77777777777778,3277.0,11.4873750155,12783.302491103204,217.4459706970128,12532.610928242264,81859.83029748748,15278.89134466377,97138.72164215126
6,17000000,2048 2048 3072 2048,random,b,1,766.74175,1446.6840000000002,41.664930627890506,5139.0,5.270167583625,6566.550091074681,245.82455049999973,6381.482517482517,105.28180598790271,55.75380254599752,161.03560853390024
6,17000000,2048 2048 3072 2048,random,b,2,277.7757118644068,1324.1724285714288,27.778549404150112,1.0,91.26067522085717,11042.2,239.6975981866172,12987.187673130196,47845.20738000195,15922.573264531204,63767.78064453315
6,17000000,5120 2048 3072 2048,ring,a,1,427.3602499999999,1870.986375,41.66666666666666,5163.75,73.03012554100002,5556.331578947368,248.5074242189024,3933.326278659612,42287.35609564105,27265.35471809505,69552.7108137361
6,17000000,5120 2048 3072 2048,ring,a,2,349.7646896551724,1733.099,27.77777777777778,3186.0,11.501334115,10259.21875,216.3535050342328,10531.488840500817,24132.04908531976,12031.094088595475,36163.14317391523
6,17000000,5120 2048 3072 2048,ring,b,1,515.8777500000001,1457.7532499999998,41.664930627890506,5161.625,79.660038469625,5798.561475409836,240.37699676823647,5462.768231768232,123.55574671071923,83.30237923012258,206.85812594084183
6,17000000,5120 2048 3072 2048,ring,b,2,264.2497288135594,1493.1691428571428,27.77777777777778,0.0,93.91009665057142,10923.272727272728,252.6175721987813,16577.685364824967,24476.373992607405,18875.707447130822,43352.08143973823
6,17000000,5120 2048 3072 2048,tree,a,1,476.9626216216217,1777.54525,41.66666666666666,5183.375,82.188128901625,4599.03488372093,249.329482969766,2783.934550031466,89839.70602645761,34190.12248897599,124029.8285154336
6,17000000,5120 2048 3072 2048,tree,b,2,345.4464333333333,1508.5064285714288,27.77777777777778,5238.0,83.83803442742858,10953.666666666666,239.2908564482696,16948.97875531117,86709.0080041185,30125.46731549465,116834.47531961316
6,17000000,5120 2048 3072 2048,tree,b,4,151.35545112781952,1971.6080606060607,13.88888888888889,2451.333333333333,33.69645791960606,22636.36,234.4926189468745,46637.23153692615,23380.18586035801,10636.245511115983,34016.431371474
6,17000000,5120 2048 3072 2048,random,a,1,673.571375,1498.8837500000002,41.664930627890506,5226.0,85.514322941625,5386.532627865961,241.29481778637023,5139.251748251748,116.20668188420834,69.67213114754098,185.87881303174933
6,17000000,5120 2048 3072 2048,random,a,2,276.53325000000007,2231.677285714285,20.83333333333333,3541.0,11.679038645428571,10214.553398058251,243.917704545455,11274.25335480408,75363.28591193772,16699.93557449595,92063.22148643369
6,17000000,5120 2048 3072 2048,random,b,1,701.1505,1693.524375,41.66666666666666,5204.75,60.60927048725,6076.26278659612,236.02151214128023,5906.853146853146,118.99736678124184,77.48899475366339,196.48636153490523
6,17000000,5120 2048 3072 2048,random,b,2,271.8711551724138,1530.070714285714,27.77777777777778,4927.0,107.12479606457144,10783.833333333334,245.4400718142545,18444.174608463847,73103.9589895621,20950.05867457229,94054.0176641344
6,18000000,1024 2048 3072 2048,ring,a,1,601.300423076923,2045.8987142857147,55.558642146785935,5063.0,89.8036318797143,5536.167630057804,238.53277475679693,3643.1493239271017,20691.49307830036,20672.409275514216,41363.90235381458
6,18000000,1024 2048 3072 2048,ring,a,2,274.8269655172414,1410.1638333333333,27.778549404150112,3087.0,11.554672953,10494.90990990991,202.72727644041032,9879.64686285397,20473.633542339605,10903.439103173096,31377.072645512697
6,18000000,1024 2048 3072 2048,ring,b,1,656.6357142857142,1878.300571428572,55.558642146785935,5097.0,118.37945225428572,5103.871428571429,233.6184389880954,4938.7032967032965,118.38955386289445,36.86615886833515,155.2557127312296
6,18000000,1024 2048 3072 2048,ring,b,2,270.3277931034483,1291.5594285714287,27.77777777777778,1.0,96.87940709228572,11114.47619047619,239.48468696642,10787.543728135932,22652.853503341496,16993.747769258225,39646.60127259972
6,18000000,1024 2048 3072 2048,tree,a,1,574.1287058823532,1679.509142857143,55.55555555555556,5110.428571428572,77.22504228100001,4526.131578947368,243.22186601437704,2233.2636390445296,97808.46392285172,45390.54158773894,143199.00551059068
6,18000000,1024 2048 3072 2048,tree,a,2,364.9315294117648,1737.188,27.77777777777778,3353.0,11.643161320166667,10155.981481481482,230.7101836792728,6686.158616391399,74744.03374543981,25184.91588974463,99928.94963518444
6,18000000,1024 2048 3072 2048,tree,b,1,412.0300256410257,1719.3781250000002,41.66666666666666,5216.25,112.87370800450002,6111.83666061706,286.6590915650657,5900.772227772228,81414.49781316807,43271.83399690117,124686.33181006924
6,18000000,1024 2048 3072 2048,tree,b,2,288.10989830508464,3214.3847142857144,27.77777777777778,1.0,89.25982790428569,10795.0,248.0414383187781,17555.968507873033,92424.28559148236,29865.726811656496,122290.01240313886
6,18000000,1024 2048 3072 2048,random,a,1,525.7189999999999,1185.9744285714285,55.55555555555556,5130.285714285715,88.59194706085714,5052.907815631263,245.78194318181784,4686.174825174825,126.26698562233348,69.15090384473106,195.41788946706453
6,18000000,1024 2048 3072 2048,random,a,2,306.58793023255816,2516.666,27.77777777777778,3092.0,11.479726574000004,10309.169811320757,250.3227096393668,11105.646012931034,89547.59431452533,19682.71301527781,109230.30732980314
6,18000000,1024 2048 3072 2048,random,a,4,147.58667605633804,3872.34075,112.43432574430824,2850.5,152.41264618525,21774.14009661836,216.8932284698048,7771.842978252856,62556.3007685277,20744.030071703502,83300.3308402312
6,18000000,1024 2048 3072 2048,random,b,1,580.0154285714286,1495.456857142857,55.5524693072607,5081.714285714285,99.77446439814284,5079.110507246377,216.5095002491278,4983.053946053946,118.08118081180812,52.09785431187645,170.17903512368457
6,18000000,1024 2048 3072 2048,random,b,2,257.4999137931035,1549.699,27.77777777777778,1.0,79.89791351242857,11245.866666666669,244.6043382234952,12476.897782397782,62128.571073063904,19993.61686243281,82122.18793549671
6,18000000,2048 2048 3072 2048,ring,a,1,425.60445945945946,1493.7708749999997,41.66840285011876,5212.5,71.534953434875,4814.06,259.67076886977014,3624.434450323339,39049.963407638905,28994.14522222442,68044.10862986332
6,18000000,2048 2048 3072 2048,ring,a,2,290.67320370370373,1426.4761666666666,27.77777777777778,3208.0,11.569830075833332,10172.560606060606,222.1457460061549,9600.502893214098,26337.74934325469,15328.422931409394,41666.17227466409
6,18000000,2048 2048 3072 2048,ring,b,1,760.2867142857142,1932.318571428572,55.55555555555556,5085.571428571428,76.11211734271428,5268.086058519793,219.48051600387973,5122.538461538462,105.69893420241344,54.61111600458029,160.31005020699374
6,18000000,2048 2048 3072 2048,ring,b,2,284.5349649122807,2122.6588571428574,27.77700619427238,3.0,78.68417245314288,10613.75,248.7267980997621,10411.838647342996,20844.034104870017,15154.97076023392,35999.00486510394
6,18000000,2048 2048 3072 2048,ring,b,4,183.59285869565213,527.7576956521738,13.88888888888889,12247.0,57.84575325427273,22218.666666666668,246.38672893898016,45446.256743256745,17987.94175804422,14449.275570735215,32437.21732877944
6,18000000,2048 2048 3072 2048,tree,a,1,655.3179428571426,1286.257142857143,55.55555555555556,5129.0,91.11969664771428,5108.304721030043,253.5841598541544,3604.2710970464136,92069.36466116704,48253.48766898458,140322.8523301516
6,18000000,2048 2048 3072 2048,tree,a,2,329.04728301886786,1521.9325,27.77777777777778,3345.0,11.589673569333334,10398.559322033898,257.1529034922477,6692.032392273402,64421.53861532118,26824.397436057625,91245.9360513788
6,18000000,2048 2048 3072 2048,tree,a,4,167.50204716981133,1415.025,13.888695990333469,1.0,123.1219257935,22755.058823529413,261.078961180488,42770.6463384154,41770.66585874908,17151.760587086785,58922.42644583586
6,18000000,2048 2048 3072 2048,tree,b,1,508.2895882352943,3999.987,55.55555555555556,5087.142857142857,90.71612899614288,5595.169291338582,262.21024022902617,5255.311688311688,70273.9729020979,48156.88374125874,118430.85664335664
6,18000000,2048 2048 3072 2048,tree,b,2,355.2901967213114,2587.7269999999994,27.77700619427238,0.0,129.22830013714287,10795.333333333334,269.94444188996266,16971.97075731067,94332.34845247545,28874.036994078506,123206.38544655392
6,18000000,2048 2048 3072 2048,random,a,4,189.87123853211008,2981.6674285714284,13.88888888888889,2.0,20.685063516,23135.28571428572,288.6933651211161,37695.058488612834,37696.22372500032,12829.714457626453,50525.93818262678
6,18000000,2048 2048 3072 2048,random,b,1,922.2872857142858,3182.300142857143,55.55555555555556,5061.571428571428,84.22721281485715,5249.692007797271,231.1829512893981,5094.091908091908,108.86781929726716,60.7473508087005,169.61517010596765
6,18000000,2048 2048 3072 2048,random,b,2,314.82520338983045,1583.3575714285712,27.77700619427238,1.0,82.20219732042857,10872.384615384615,262.5724249828414,11124.684573002754,50519.67014489887,14106.621828791853,64626.29197369072
6,18000000,5120 2048 3072 2048,ring,a,1,479.14424242424246,1730.8708571428574,55.55555555555556,5028.285714285715,84.92656844942859,5015.107142857143,249.6803469708885,3675.121105232217,41563.91340622668,30674.439028674307,72238.35243490098
6,18000000,5120 2048 3072 2048,ring,a,2,242.94367924528308,2006.407333333333,27.77777777777778,3180.0,11.5766377065,9935.894736842103,230.158663129974,9781.08258811152,27815.86625060253,15413.412994393282,43229.27924499581
6,18000000,5120 2048 3072 2048,ring,a,4,126.23139130434778,2529.914,21.291666666666668,0.0,150.42885535749997,22907.33333333333,265.4785980654924,16686.99791775117,215.6822667636856,131.58274475299743,347.26501151668305
6,18000000,5120 2048 3072 2048,ring,b,1,723.8627142857142,1502.6905714285715,55.55555555555556,5002.285714285715,107.02705820442856,5642.558415841584,238.45921066810365,5420.971028971029,99.55113106084174,54.1309275143327,153.68205857517444
6,18000000,5120 2048 3072 2048,ring,b,2,246.81616949152544,3078.584142857143,27.778549404150112,1.0,91.63195377285714,10876.714285714286,220.6282141719749,9574.6569664903,21292.25697338105,15680.86670915241,36973.123682533456
6,18000000,5120 2048 3072 2048,tree,a,1,521.342625,1445.0051428571428,55.55555555555556,5079.571428571428,82.00670301514286,4570.814814814815,233.69088100600584,2727.8525542979505,119402.7649567014,45807.68385423535,165210.44881093674
6,18000000,5120 2048 3072 2048,tree,a,2,319.2215,2249.346833333333,27.778549404150112,3333.0,11.543829667166667,10172.783333333333,246.14952724025048,7050.9742938749605,69883.28334131525,25042.673858795653,94925.9572001109
6,18000000,5120 2048 3072 2048,tree,b,1,482.90688888888894,1237.1111428571426,55.558642146785935,5011.0,83.72162788685714,6006.133470225873,239.7885003333334,5646.6193806193805,37494.92551615994,41274.30525307082,78769.23076923077
6,18000000,5120 2048 3072 2048,tree,b,2,275.3873559322033,1512.6275714285714,27.77777777777778,1.0,85.22879291914286,11081.333333333334,222.66439423153625,15657.537365658583,82520.73937775854,27932.905196570096,110453.64457432865
6,18000000,5120 2048 3072 2048,tree,b,4,150.9324626865671,574.19803125,15.19465548132613,6211.0,36.50699127959375,22654.33333333333,222.58229366241304,37503.90867579909,22350.66484632241,10591.891054690635,32942.555901013046
6,18000000,5120 2048 3072 2048,random,a,1,1041.5541428571428,1432.4767142857145,55.55555555555556,5053.571428571428,5.200438989857142,5280.276595744681,222.11192882929325,4894.793206793207,130.0375539487697,68.94232386077013,198.97987780953983
6,18000000,5120 2048 3072 2048,random,a,2,301.51262962962954,2652.717833333333,27.77777777777778,3319.0,11.542059563833334,10271.576923076924,247.0602047079847,11364.14689578714,64492.95168678663,18906.99263533521,83399.94432212184
6,18000000,5120 2048 3072 2048,random,a,4,170.39476851851856,1891.7238571428568,13.88908179280268,0.0,93.64582335671427,22842.757575757576,286.4139065474171,47002.96075981005,40540.83101115952,12853.02929209676,53393.86030325628
6,18000000,5120 2048 3072 2048,random,b,1,670.3152499999999,5755.12075,41.66666666666666,5160.25,73.490344853625,5810.53382084095,250.09759939498707,5437.497502497503,140.54484551779063,65.6812911386475,206.2261366564381
6,18000000,5120 2048 3072 2048,random,b,2,377.4677118644068,1688.6562857142858,27.77700619427238,1.0,79.19651104699999,11202.0,248.1352227631822,15366.486655309483,66753.1629067703,19138.32362837242,85891.48653514271
6,18000000,5120 2048 3072 2048,random,b,4,138.2488625954199,513.44684375,13.88888888888889,4261.5,20.41675836021876,22271.0,227.4319048465465,44203.96503496503,28906.208515727,10407.733491316416,39313.94200704341
6,19000000,1024 2048 3072 2048,ring,a,1,522.1781176470589,2143.6921428571427,55.55555555555556,5073.714285714285,98.16227183014284,5496.721649484536,254.0566712926256,3697.513625592417,42575.67603629248,31287.49332858922,73863.16936488169
6,19000000,1024 2048 3072 2048,ring,a,2,463.3481249999999,4156.903200000001,41.66666666666666,3330.0,11.4545918042,9981.569343065694,189.3059331660992,8051.583564686285,35864.31234856289,17639.902499891185,53504.21484845408
6,19000000,1024 2048 3072 2048,ring,a,4,157.51725471698114,1349.756,13.88908179280268,1.0,112.73969941871428,22988.625,239.9068216187442,30776.04675,19459.30508353424,10311.757175626588,29771.062259160823
6,19000000,1024 2048 3072 2048,ring,b,1,503.464,1406.5077142857149,55.558642146785935,5022.714285714285,5.185740932285715,5554.143133462282,234.8494327453148,5310.453546453547,95.068330362448,39.32571906428115,134.39404942672917
6,19000000,1024 2048 3072 2048,ring,b,2,277.8169833333332,1298.7015714285717,27.77700619427238,1.0,113.389655469,11337.333333333334,238.81102802048804,9513.24886877828,22847.96226601961,17125.22283846687,39973.18510448648
6,19000000,1024 2048 3072 2048,tree,a,1,630.0083225806451,1809.8237142857145,55.558642146785935,5027.0,72.60770826857143,4251.647887323944,268.20758770556034,2483.761311873672,98975.87446878065,42574.65402637027,141550.5284951509
6,19000000,1024 2048 3072 2048,tree,a,2,292.4048846153847,2189.017333333333,27.77777777777778,3039.0,11.465867326666666,10271.156626506025,257.39241564722647,6488.6099150141645,63992.37961961707,24316.048597417463,88308.42821703454
6,19000000,1024 2048 3072 2048,tree,a,4,153.72439999999995,3845.023428571428,13.88908179280268,17.0,105.301347734,23219.555555555555,270.9042975743573,44378.362159460135,40596.07230092819,16185.305324865658,56781.37762579384
6,19000000,1024 2048 3072 2048,tree,b,1,433.3867727272727,3015.7452857142857,55.55555555555556,5097.142857142857,73.46784916357144,5346.459283387622,225.92820500000025,5102.576423576424,35423.12385600976,30030.027019959907,65453.15087596967
6,19000000,1024 2048 3072 2048,tree,b,2,304.5095333333333,1542.5845714285713,27.77700619427238,0.0,106.25040494228573,11116.333333333334,256.27987550344693,11776.656626506025,93843.65374664268,29227.00391789665,123070.65766453934
6,19000000,1024 2048 3072 2048,tree,b,4,135.2522116788321,563.6321515151518,14.51388888888889,4282.25,37.45829245875758,22093.90909090909,226.3729321864596,38584.47755491881,20394.165810358776,9853.139552679331,30247.305363038107
6,19000000,1024 2048 3072 2048,random,a,1,818.6272857142857,1476.138,55.55555555555556,5117.285714285715,87.13379661028571,5315.901515151515,261.0344921241053,5098.324675324675,139.95738477066277,53.74004710104296,193.69743187170573
6,19000000,1024 2048 3072 2048,random,a,2,253.39156363636368,1988.2891666666667,27.77777777777778,3268.0,11.498661778333334,9813.145454545454,249.43070263381568,10488.08631921824,57425.9854725272,15672.542563958032,73098.52803648522
6,19000000,1024 2048 3072 2048,random,a,4,180.82482905982903,1673.94475,18.34722222222222,2891.0,81.832534740625,22605.03125,264.05991360407,33010.35321990093,44155.53484856383,14474.71068133243,58630.24552989626
6,19000000,1024 2048 3072 2048,random,b,1,938.849,1322.2611428571429,55.55555555555556,5007.857142857143,95.7326126155714,5633.298780487805,237.5921855056793,5469.350649350649,95.14134932236566,61.24724362627289,156.38859294863855
6,19000000,1024 2048 3072 2048,random,b,2,260.9396779661016,1731.028,27.77700619427238,1.0,83.22529809699999,11206.5,221.44719443375683,9146.628239499552,68313.22673528151,17784.475892911843,86097.70262819335
6,19000000,2048 2048 3072 2048,ring,a,1,532.014606060606,2125.6628571428573,55.5524693072607,5003.428571428572,90.71254248471428,5027.824561403509,253.11147245677543,3445.5086258179654,42034.26482570302,30947.479685538747,72981.74451124176
6,19000000,2048 2048 3072 2048,ring,a,2,668.48268,2129.547,27.77700619427238,3284.0,11.543177928833332,10175.177570093458,230.74381264964083,10553.939327082184,28770.32919943537,12739.438394837667,41509.76759427304
6,19000000,2048 2048 3072 2048,ring,a,4,130.2120900900901,1583.9979999999998,13.88888888888889,1.0,91.48186263614286,23113.83333333333,247.9851081417026,29572.77077077077,18228.843690361035,9013.0454105775,27241.889100938537
6,19000000,2048 2048 3072 2048,ring,b,1,521.3007142857142,1532.1221428571428,55.55555555555556,5010.571428571428,85.54741120828571,5640.747390396659,241.6638868666999,5310.303696303697,76.4410470645749,42.22034576241056,118.66139282698546
6,19000000,2048 2048 3072 2048,ring,b,2,278.3036603773585,4140.399428571429,27.77777777777778,1.0,80.58804875957142,13392.95890410959,221.57213743128423,12196.43683083512,26809.55478905569,21183.411688168217,47992.96647722391
6,19000000,2048 2048 3072 2048,tree,a,2,403.8270363636363,1692.5845000000002,27.77700619427238,3254.0,11.498704771666668,10538.073394495414,249.0075887108216,8123.066486277541,71517.8118017469,27663.04844606947,99180.86024781637
6,19000000,2048 2048 3072 2048,tree,a,4,157.8675213675213,1884.2484285714288,13.88888888888889,0.0,82.18613536885712,22686.125,235.3544955429881,37212.57410647338,40839.62810428174,15590.791091679192,56430.41919596094
6,19000000,2048 2048 3072 2048,tree,b,1,482.4305,1192.2785714285717,55.55555555555556,5032.714285714285,70.83243625428572,4976.572301425662,244.05801131071195,4665.103896103896,40175.948069695936,41528.67697300991,81704.62504270584
6,19000000,2048 2048 3072 2048,tree,b,2,333.1088474576271,2111.7474285714284,27.77700619427238,1.0,91.25339350785713,10792.0,252.81959841772152,15997.848537865531,84765.72543054806,29769.294931553897,114535.02036210196
6,19000000,2048 2048 3072 2048,tree,b,4,143.9844260869565,462.5317857142858,13.88908179280268,4598.571428571428,60.23978735042856,23269.478260869564,249.0950042392845,44896.92707292707,31550.76534016177,12228.038962771872,43778.80430293365
6,19000000,2048 2048 3072 2048,random,a,1,403.0064285714285,1924.8497142857143,55.55555555555556,5076.714285714285,87.31350162414287,5774.248076923077,244.91582713754707,5576.1998001998,112.50953470633104,53.68039664378337,166.18993135011442
6,19000000,2048 2048 3072 2048,random,a,2,321.65501886792447,1555.5581666666667,27.77777777777778,3052.0,11.481956377166668,12060.3851590106,245.3232208155461,11326.41334205363,58097.80805612187,17257.132365045396,75354.94042116727
6,19000000,2048 2048 3072 2048,random,a,4,174.42368376068376,3573.582428571429,13.88908179280268,0.0,94.38784892142858,22123.25,248.57044564403145,44151.88452886778,36440.60802204372,12620.56461046557,49061.1726325093
6,19000000,2048 2048 3072 2048,random,b,1,818.280857142857,1461.981714285714,55.55555555555556,5116.571428571428,5.495654391,5475.147572815534,233.32056485148527,5148.591408591408,133.33680564598038,79.71561759420818,213.0524232401885
6,19000000,2048 2048 3072 2048,random,b,2,335.56155,1951.7861428571427,27.77777777777778,1.0,89.99363677328573,10225.323232323231,250.4695897860595,10531.50915948276,46670.81334993651,15149.379230418326,61820.19258035483
6,19000000,5120 2048 3072 2048,ring,a,1,417.25305882352944,1443.0280000000002,55.55555555555556,5057.142857142857,85.26523538000001,5531.7733333333335,238.48543670758767,3555.663727219283,46321.95522785822,27072.64368837168,73394.59891622991
6,19000000,5120 2048 3072 2048,ring,a,2,278.19480769230773,1670.945,27.77777777777778,3120.0,11.497033033499998,10159.897727272728,254.54704576894764,10319.094696969696,30566.33655833534,15276.314621558906,45842.651179894245
6,19000000,5120 2048 3072 2048,ring,a,4,134.9730178571428,1338.0174285714288,13.88888888888889,1.0,129.33547012957143,21978.196428571428,237.94759378677367,24471.447007138933,16682.482015570084,7458.37795223861,24140.85996780869
6,19000000,5120 2048 3072 2048,ring,b,1,504.68142857142857,1190.4658571428572,55.55555555555556,5068.0,135.91029060528572,4962.073394495413,196.9412345293813,4642.605394605394,125.92991913746631,63.09433962264151,189.0242587601078
6,19000000,5120 2048 3072 2048,ring,b,2,283.0844324324324,1502.7474285714284,27.77777777777778,1.0,90.25149633928572,10494.75,208.38071451058968,16247.875062468764,21222.23463132554,15493.944357580722,36716.17898890626
6,19000000,5120 2048 3072 2048,tree,a,1,525.8703030303029,1405.3804285714286,55.55555555555556,5031.714285714285,85.58143152942856,4477.518987341772,223.8225112811456,2620.675657675657,108687.258177981,50076.10798452339,158763.3661625044
6,19000000,5120 2048 3072 2048,tree,a,2,271.8206981132076,2470.596833333333,27.77700619427238,3231.0,11.590905705166668,9668.83653846154,251.44798863126425,7243.03786512802,67721.00207965187,27435.95754144277,95156.95962109463
