dbreadtime,dbwritetime,tps,consensus_clique_cost,delay,contracttime,queuetime,peer_message_sent,peer_message_recieved,peer_message_tps
127.20742553191486,608.4821470588237,18.181487609316196,20.848962842558823,3309.7066666666665,311.1564037558685,3263.6347953216373,13218.022267068774,9772.4824833904,22990.504750459175
174.16097368421052,837.3067647058823,20.00040000800016,9.90463386370588,6853.375,235.7551649746198,5518.7175170962655,12746.74923272132,6168.226528863777,18914.975761585098
148.89564772727272,1003.2872857142858,18.458230958230956,47.79520781328571,15454.811965811963,251.87445879576973,7912.400981996727,18693.79908498875,9454.102896542132,28147.90198153088
266.6487101449275,1276.277333333333,18.181818181818183,53.98332836900001,3627.264150943396,293.4018996960482,5774.757703081233,20985.16444893882,27595.72815055063,48580.89259948945
141.49666442953014,684.4892222222222,20.0,37.975258213499984,7849.8,246.96220724621196,5698.5654659805605,10979.116152164595,8501.532386237273,19480.64853840187
87.35376881720427,526.5432173913043,11.766228570756216,41.66617425128262,14676.666666666666,268.01393231441057,16520.295704295706,10765.228354917395,8562.159070722651,19327.38742564005
147.12529285714282,697.8615882352942,18.182148766341207,19.791120347500005,3266.184210526316,244.10845475241888,3112.91384886798,13518.850794476844,9465.915840324013,22984.766634800857
141.12881081081082,877.5488823529412,19.99960000799984,9.935745363529412,7667.044776119403,243.33267493796464,4797.987375065755,12812.653542710575,5847.739743076374,18660.39328578695
123.16615544041451,2491.834428571429,13.616078699631911,59.496665161428574,5655.444444444444,256.75360125742566,12369.26586102719,16615.353207144944,8612.649784241925,25228.002991386868
272.7087377049181,1093.8909333333334,18.182148766341207,56.07939237213334,3648.223247232472,249.74413660572816,6662.8819047619045,22458.558854772626,29157.746977591178,51616.3058323638
130.70319333333333,2056.264888888889,20.0,45.49126979355555,8114.984126984127,260.3289397772105,5584.509362107267,11347.710347530705,8815.445083180908,20163.15543071161
89.13234895833331,20439.22283333333,12.50015625195315,17.928323550829784,18640.65,261.12641241859393,23906.70829170829,10654.805243266932,8530.59657130956,19185.40181457649
119.0817816901408,664.6167058823528,18.182148766341207,22.083387962617643,3665.403846153846,241.12902264364516,3248.8265543288785,17986.40375651142,11400.213386280517,29386.617142791936
119.10460360360356,2471.045352941176,20.0,9.889000381117643,8157.282051282052,231.73470477047724,9383.812116564415,17899.017043028995,11583.507558260451,29482.52460128945
313.3544,1154.107533333333,18.181818181818183,53.54581080940001,3440.416393442623,241.5431201962388,3470.105894105894,77.078041517036,61.775047235325765,138.85308875236177
130.6768333333333,668.3675555555554,20.0,32.78628494066666,6514.507936507936,250.63956489250157,5002.108801558948,20073.77577843419,12409.024145687108,32482.799924121296
89.66220967741937,460.46443478260863,12.5,28.957376702913052,15556.333333333334,254.72360539726697,22537.863273453095,13624.47325206572,8830.619585900098,22455.092837965814
131.59834751773056,542.3238529411766,18.182148766341207,23.082533358323527,3480.1441441441443,284.987870967741,3255.361887586414,14368.05856461949,9523.980022349426,23892.038586968916
145.8135194805195,1522.7884705882354,20.0,9.950125161176471,6861.440677966101,249.46132701771612,7000.787558685446,13134.684160751362,6637.091952648571,19771.776113399937
113.25687394957984,969.3620588235292,18.3625,49.36529969405882,3589.0,243.21420917040876,9554.982836495032,19594.916379557853,10112.133936261844,29707.050315819695
251.72101470588245,1255.371666666667,18.181818181818183,42.1325922672,3572.9478260869564,319.1029889007761,3622.94442573257,20006.127920337036,26625.71502699497,46631.84294733201
106.05184883720936,609.4035238095239,16.66638889351844,37.17712406542858,18722.764705882353,229.3819396733699,20932.865134865136,12627.267758264215,9051.949903752466,21679.217662016683
124.24378014184391,598.2292352941175,18.182148766341207,20.320567051441177,3474.3809523809523,253.34144136492273,3164.8384879725086,12196.968393523855,9230.564970779353,21427.533364303206
169.06724657534252,1278.451176470588,20.0,9.908205887529412,6496.653179190752,224.2096749604158,6805.933918430563,12648.269593943714,6294.574487191348,18942.844081135063
92.9541196172248,866.6969166666667,12.5,70.51058019124999,19045.9,248.94418303162183,19136.77262240451,12580.58965660313,6768.424734988082,19349.014391591212
249.32667164179097,955.462,18.181818181818183,39.701220839066664,3464.215579710145,307.27880118694264,3560.1390862944163,19623.13377679231,26171.17516629712,45794.30894308943
127.21742384105964,11368.945333333331,19.99960000799984,55.3433503861111,8556.466666666667,281.5862086771987,5636.618619582665,11380.565471627866,8847.468298986005,20228.03377061387
98.88279459459464,735.4142222222222,12.4998437519531,34.39844372033334,18076.0,279.0547803968858,26421.517482517484,10332.076677592231,8186.378024502627,18518.45470209486
143.74578620689658,672.3703235294118,18.181818181818183,19.739791657735296,3479.723076923077,267.38960707498893,3034.161568161568,19727.638002466512,12884.079633092177,32611.71763555869
140.57384070796465,826.4548823529412,20.0,9.89918102752941,6830.517647058824,237.05472081329253,9033.05809267965,16984.07224958949,10680.831964969895,27664.90421455939
118.58981151832468,4972.114083333334,12.5,62.656735251000015,18873.0,239.759971144685,24565.016995751062,15661.7106394646,9781.17872854846,25442.88936801306
336.22740000000005,1042.6464666666666,18.181818181818183,47.77639900333332,3500.6230088495577,229.10333145161337,3505.062937062937,131.98515167043706,80.65342648951993,212.638578159957
122.25794964028783,2377.4210555555564,20.0,42.01822914561112,8347.404494382023,230.55124269195736,6979.608220937701,25807.014511851976,14090.387180747355,39897.401692599335
115.63266492146596,823.497170212766,12.4998437519531,29.468852694553185,18464.727272727272,254.3433742561173,23561.417582417584,14464.495761978897,9193.188894654904,23657.6846566338
151.86962411347517,777.7607647058823,18.181818181818183,19.72843299979413,3895.027777777778,264.14836783678373,3152.8688276279913,14342.87122414712,9532.135222955125,23875.00644710224
179.41322368421044,773.6812941176472,20.00040000800016,9.918338733411764,6564.078125,244.15705891103832,4463.722159090909,11302.588125200624,6235.1401787803115,17537.728303980937
99.87317741935476,1036.9804375,12.954126904403148,52.05563653725002,5402.714285714285,270.5412898413622,12827.97778912433,15854.005239269898,8000.955296375393,23854.960535645292
273.96528813559325,1172.3338,18.181818181818183,68.00316841426667,3672.508137432188,283.6155736815324,3567.405909090909,24260.53495303127,30933.778498761338,55194.31345179261
121.5769276315789,1765.6946666666668,20.0,40.21331747494445,7928.824561403509,264.2184104252403,5284.247377938517,11706.149659863946,9186.878911564623,20893.02857142857
90.8111027027027,403.9528666666667,12.5,33.794276927199995,18318.5,253.13583068726703,25492.03796203796,10554.69863648771,8322.944874588931,18877.643511076643
129.33742957746472,738.6662058823529,18.181487609316196,22.28398491082353,3639.9615384615386,261.89694140862207,3335.425055928411,12886.2517990932,9690.53321424711,22576.78501334031
159.92233333333334,785.5818235294116,19.99960000799984,9.895070419470589,6794.073863636364,233.14738483888024,5239.9929453262785,12889.445342537574,6157.746417336595,19047.19175987417
119.01609090909088,1441.648375,18.39598076157216,57.52551022649999,13984.864197530864,247.62406543307225,10092.086285195275,27884.904330067347,18584.843548661593,46469.74787872894
262.37578787878795,955.6233333333332,18.181818181818183,46.85694019406666,3611.349290780142,304.0710142186455,3553.6598639455783,19877.729418255374,26396.223870532704,46273.953288788085
168.5940634920635,896.2325555555556,19.99960000799984,43.00245472294445,8187.938461538461,274.25596794776675,5569.880815071127,13630.591202832858,11128.815276737254,24759.406479570112
105.12228191489363,428.8741041666665,12.5,47.63048767447916,16755.0,239.7789141671982,23621.021978021978,11164.482903888646,8964.767480849088,20129.250384737737
120.97322377622376,633.2384117647059,18.181487609316196,20.4792043952353,3394.974025974026,248.30930550042515,3169.9076748796374,18527.762287899302,11423.34217204766,29951.104459946968
201.65410937499993,724.5135882352942,20.0,9.930945649941178,7649.15625,225.50583669600528,4648.410602258469,19935.768617281003,13119.179895615189,33054.94851289619
229.41362727272727,2340.0804444444443,17.28728390895114,86.425244171,6185.5,263.3881814293047,11899.261365834784,30765.75321147643,17220.25493746817,47986.0081489446
413.1066666666666,4502.7108,18.182148766341207,45.88986717880001,3526.3782837127847,268.3055747303547,3452.8731268731267,112.47558259614549,73.60680825650405,186.08239085264952
146.5287467532468,698.5118888888887,20.0,41.67386939061111,7705.725274725275,255.51980786214315,5457.758122743682,19016.031932993064,9870.484884177464,28886.516817170526
124.25916201117312,433.57004651162794,12.5,44.02638621311628,18612.4,268.00967641435193,24062.475524475525,16817.328686597244,11651.326839099764,28468.65552569701
145.64547517730497,753.6520588235293,18.181487609316196,20.136543216205887,3658.932692307693,285.68745920881037,3341.069365882703,13327.459098306826,9601.193501413358,22928.652599720182
120.39384684684686,615.9947058823528,19.99960000799984,9.934885916588236,8748.26923076923,230.21874270144045,8178.286165176223,15796.578133170648,9028.668075649291,24825.24620881994
251.23569230769223,1190.9989333333333,18.182148766341207,39.63874777586667,3412.991103202847,274.56678990813464,3419.074925074925,19440.89002281481,25885.202266761524,45326.09228957633
112.82565359477115,1011.2832222222224,19.99960000799984,40.874712297388896,8671.0625,274.87713964610214,5594.219143576826,11282.355817554537,8761.815761593001,20044.171579147536
105.18161904761898,8914.13624390244,16.666666666666668,32.965179598268286,18794.53846153846,252.4972942629999,20699.4995004995,12065.893686695606,9742.779491280176,21808.673177975783
138.62956737588655,607.6910000000001,18.181818181818183,27.054343215705888,3325.878048780488,292.3936786261883,3083.2328850855747,12049.19916237478,9102.671345294018,21151.8705076688
186.32717567567568,3427.964882352941,20.0,9.89327219364706,9159.55357142857,225.14344804526797,7472.535507627565,12397.116759246122,5986.418648303559,18383.535407549683
107.7883849765258,1197.4421875,15.36230797115036,60.5453539484375,4981.636363636364,256.28587763382495,10256.071058091286,17172.630265949214,8849.749164640863,26022.379430590077
236.73572222222225,1088.411466666667,18.182148766341207,52.27330140046667,3647.830630630631,307.9638267528928,3449.2660735948243,22354.06674907293,28826.514215080348,51180.58096415328
171.10982075471705,708.3955555555553,20.0,9.446621561055556,8594.233333333334,218.9328912466843,5207.987947882736,11011.171005227943,8520.107267654468,19531.278272882413
93.42378823529404,945.0257727272732,16.666666666666668,49.84367876613634,19226.714285714286,239.27706839287688,18967.154845154844,11969.726743275378,9589.863347905126,21559.590091180504
139.68514184397165,553.1034117647059,18.181818181818183,19.62779133920587,3406.7570093457944,279.11110832848004,3260.384481255449,17908.896845772448,11228.190517393508,29137.087363165952
203.1830234374999,940.2917058823532,20.0,9.898611282647058,7067.824242424243,207.38557788871088,6194.24494949495,18987.212639750705,12792.635923789738,31779.848563540443
218.38634722222224,1495.103285714286,26.775,8.639387227714284,6029.125,211.22944725772552,7420.959598774032,32899.01875329024,18848.6273765243,51747.64612981454
