,period,gaslimit,transactionpool,connection,position,dbreadtime,dbwritetime,tps,committime,consensus_clique_cost,delay,contracttime,queuetime,peer_message_sent,peer_message_recieved,peer_message_tps
30,5,15000000,2048 2048 3072 2048,random,5,1664.8489999999995,1704.3142,100,4997.5,4.9309325214,4917.338607594937,7.256043999999997,4611.277722277722,77714.36901291128,299.50020824656394,78013.86922115785
31,5,15000000,2048 2048 3072 2048,random,6,1255.412,879.5808333333333,100,4997.8,4.921687340999999,4176.585020242915,6.490413333333327,4150.911088911089,51372.364924712136,288.96368467670504,51661.32860938884
32,5,15000000,2048 2048 3072 2048,random,7,645.8034999999999,13740.590833333334,100,5001.8,4.836912540500001,4757.32037037037,8.286943000000013,4751.333666333667,61264.15025661558,280.7847705019474,61544.935027117535
33,5,15000000,2048 2048 3072 2048,random,8,721.5064,1125.1952,100,4998.25,4.8866031284,4625.34081632653,6.497509000000006,4640.964035964036,67171.6508141222,261.4863775592455,67433.13719168144
34,5,15000000,2048 2048 3072 2048,random,9,1059.1353333333334,4386.492666666667,100,4998,4.844054995833334,4239.896551724138,10.83297133333334,4013.9060939060937,65072.5433030355,282.1814440061739,65354.72474704168
35,5,15000000,2048 2048 3072 2048,random,10,847.964,6689.7215,100,5000,4.852433213333334,4120.917910447762,10.775615333333333,4018.1028971028973,52417.24483103793,313.1062096579338,52730.35104069587
36,5,15000000,5120 2048 3072 2048,ring,5,1018.2636666666666,988.7908333333334,100,4998.4,4.9358042714999995,3932.427536231884,9.142790000000002,4114.5374625374625,42713.490196078434,206.66666666666666,42920.1568627451
37,5,15000000,5120 2048 3072 2048,ring,6,774.5361666666666,979.8765,100,4998.6,4.897845665666667,4359.163021868787,7.083910666666676,4286.856143856144,24955.060585859377,159.4839418062037,25114.54452766558
38,5,15000000,5120 2048 3072 2048,ring,7,507.13050000000004,1157.9561666666666,100,4999.2,4.868021707833334,4682.476112026359,8.121948000000005,4393.5034965034965,40227.39116839801,156.82868359795714,40384.21985199597
39,5,15000000,5120 2048 3072 2048,ring,8,993.3883333333333,1309.0694999999998,100,4998.4,4.8451420689999996,4721.62030075188,7.341170000000009,4648.545454545455,40907.669951088115,135.88998369603743,41043.55993478415
40,5,15000000,5120 2048 3072 2048,ring,9,781.0321666666667,908.8463333333333,100,4998.6,4.98102179,4514.761616161616,7.301201333333327,4438.624375624376,36686.057834794025,1397.3919302256659,38083.449765019686
41,5,15000000,5120 2048 3072 2048,ring,10,563.2318333333333,817.3026666666666,100,4998.6,4.8528227365,4763.661386138614,7.139781000000002,4767.827172827173,33579.13777509798,171.32520780395365,33750.46298290193
42,5,15000000,5120 2048 3072 2048,tree,5,904.2578,993.8201999999999,100,4998.25,4.9951560524000005,4806.450867052024,9.795863999999995,4801.394605394606,70867.25528417995,1318.0063448381302,72185.26162901807
43,5,15000000,5120 2048 3072 2048,tree,6,666.999,9712.789166666667,100,5004.2,4.848103543166666,4394.044407894737,7.109961333333335,4075.886113886114,60280.922646466715,1428.1570955744362,61709.07974204115
44,5,15000000,5120 2048 3072 2048,tree,7,605.8496666666666,4591.515,100,5000.2,4.884770190166667,4497.070921985815,7.238914666666669,4433.833166833167,62057.910739873485,244.85373781148428,62302.76447768497
45,5,15000000,5120 2048 3072 2048,tree,8,889.0124,1105.3526,100,4998.5,4.9838507724,4510.0097087378645,7.9184160000000015,4533.954045954046,36854.26724137931,1665.905172413793,38520.1724137931
46,5,15000000,5120 2048 3072 2048,tree,9,1252.0539999999999,958.6664999999999,100,4997.6,4.891651972833333,4908.332007952286,7.9428440000000045,4867.625374625374,26170.858449386822,2105.9377814730133,28276.796230859836
47,5,15000000,5120 2048 3072 2048,tree,10,381.8911666666667,1160.7009999999998,100,4999,4.9716726525,4344.561669829222,9.05427066666667,4211.402597402597,40219.13768558064,748.7288997356111,40967.86658531625
48,5,15000000,5120 2048 3072 2048,random,5,644.3928333333333,1276.3206666666667,100,4998.6,4.894014498,4086.15625,9.427331333333338,4037.4365634365636,48872.3554550913,2211.2810369794793,51083.63649207078
49,5,15000000,5120 2048 3072 2048,random,6,770.786,915.1423333333333,100,4998.2,4.942290619833333,4724.356107660456,6.151687333333346,4383.9420579420575,37662.89126853377,405.0658978583196,38067.957166392094
50,5,15000000,5120 2048 3072 2048,random,7,1383.0417999999997,1509.0800000000002,100,4998,4.9453102914,5025.480291970803,6.559901000000008,4725.745254745255,44768.16456254966,1480.8422353668227,46249.00679791648
51,5,15000000,5120 2048 3072 2048,random,8,869.8193333333335,873.2726666666666,100,4998.2,4.883975781666667,4074,7.1509746666666745,3998.18981018981,53295.98732840549,1431.432594156987,54727.419922562476
52,5,15000000,5120 2048 3072 2048,random,9,716.6329999999999,1030.9876666666667,100,4998.8,4.905546170833333,4242.801512287335,6.699912666666668,4147.2967032967035,66932.64976473067,1582.098461970644,68514.74822670131
53,5,15000000,5120 2048 3072 2048,random,10,1137.9795,1222.1551666666664,100,4998.6,4.843376829833334,3720.1872586872587,10.769931333333329,4017.937062937063,62365.07234042553,1525.8553191489361,63890.92765957447
54,5,15500000,1024 2048 3072 2048,ring,5,490.3575,897.1021666666666,100,4999,4.8470595916666666,4686.487084870849,6.726549,4664.416583416583,22277.148669916704,114.81325093086637,22391.961920847567
55,5,15500000,1024 2048 3072 2048,ring,6,929.8558333333334,961.247,100,4998.4,4.972971092333333,4589.600775193799,7.128093333333338,4306.1998001998,45258.936970837254,176.42677955471936,45435.363750391974
56,5,15500000,1024 2048 3072 2048,ring,7,885.7094000000001,1184.8388,100,4997.75,4.979736075000001,4678.14967462039,7.45276299999999,4622.805194805195,29704.176030941304,99.9843202843255,29804.16035122563
57,5,15500000,1024 2048 3072 2048,ring,8,1129.8449999999998,1090.4792,100,4998,4.901491974800001,4491.653508771929,6.154396000000003,4491.272727272727,38852.404846408026,113.40921143882838,38965.81405784686
58,5,15500000,1024 2048 3072 2048,ring,9,470.28916666666663,4386.161166666666,100,5002.6,4.915952640166666,3876.2509578544064,13.338970000000009,3865.304695304695,28230.54619543923,732.2310163780268,28962.777211817254
59,5,15500000,1024 2048 3072 2048,ring,10,904.7723333333332,865.3751666666667,100,4998.6,4.845806937666667,4631.26024590164,7.6213949999999935,4691.632367632367,37619.32586229451,1390.8341691012952,39010.160031395804
60,5,15500000,1024 2048 3072 2048,tree,5,1247.5916666666665,901.4776666666667,100,4997.6,4.904278869166666,3932.10183299389,18.366052666666672,3856.6323676323677,36931.72083648274,2890.6165640859517,39822.33740056869
61,5,15500000,1024 2048 3072 2048,tree,6,918.8466000000001,937.9732,100,4998.25,4.938917978,4556.965183752418,6.8224089999999995,4503.712287712287,73554.12051661401,1267.8635691151185,74821.98408572914
62,5,15500000,1024 2048 3072 2048,tree,7,909.5673333333333,1046.044666666667,100,4998.4,4.942221023333333,4204.569565217392,9.915636000000026,4066.6923076923076,46804.26093368,2477.084869416741,49281.345803096745
63,5,15500000,1024 2048 3072 2048,tree,8,683.1048333333333,6018.7401666666665,100,4998.2,4.847106061333334,4167.024667931689,7.122249999999997,4089.867132867133,64514.31223889835,1453.1564289029861,65967.46866780132
64,5,15500000,1024 2048 3072 2048,tree,9,839.5355000000001,13348.671833333332,100,5001.2,4.862698364499999,4574.0202429149795,9.719267333333333,4538.734265734266,54580.72595281307,2300.798548094374,56881.52450090744
65,5,15500000,1024 2048 3072 2048,tree,10,1325.6506,1555.6136000000001,100,4997.5,4.9856780044,4772.279026217228,7.501551000000005,4775.812187812187,62485.01120657453,211.15054165110197,62696.161748225626
66,5,15500000,1024 2048 3072 2048,random,5,986.5126666666666,14308.542833333333,100,5001,4.883932402166668,4008.626527050611,11.808006666666664,4163.306693306693,55278.81736526946,532.4237887860643,55811.241154055526
67,5,15500000,1024 2048 3072 2048,random,6,632.6808333333333,10503.463000000002,100,5001.6,4.8313132015,4594.797709923664,6.084758999999997,4600.452547452547,69283.80747897657,737.7706208624084,70021.57809983897
68,5,15500000,1024 2048 3072 2048,random,7,972.6625,849.7934999999999,100,4998.4,4.897178628833333,4800.676923076923,8.030926666666678,4845.556443556444,47903.555286665,576.6397380689705,48480.19502473398
69,5,15500000,1024 2048 3072 2048,random,8,819.2851999999999,1149.1209999999999,100,4998.5,4.907843549400001,4568.551789077213,7.682132999999987,4570.181818181818,62643.41022745604,818.3174705597677,63461.727698015806
70,5,15500000,1024 2048 3072 2048,random,9,908.741,1110.6943333333334,100,4998.2,4.932752595500001,4242.7,7.656656666666653,3984.953046953047,89644.54358270418,384.38572409059714,90028.92930679479
71,5,15500000,1024 2048 3072 2048,random,10,756.9463333333333,937.7661666666668,100,4998.4,4.965540915166666,4297.428571428572,7.037134000000004,4234.938061938062,80305.21276595745,348.12056737588654,80653.33333333333
72,5,15500000,2048 2048 3072 2048,ring,5,1011.3246666666668,1237.668,100,4997.6,4.923620207666667,4113.818348623853,6.824648666666653,4108.2147852147855,15242.068938473001,216.50131367397356,15458.570252146974
73,5,15500000,2048 2048 3072 2048,ring,6,642.775,3193.9370000000004,100,4995.6,4.840860048666667,4841.933070866142,7.747996000000012,4669.004995004995,46249.4965698488,237.89207822792588,46487.388648076725
74,5,15500000,2048 2048 3072 2048,ring,7,552.6045,899.8639999999999,100,4999,4.8945279495,4824.842535787321,7.4628690000000075,4862.725274725275,39040.63941190748,199.79888345643053,39240.438295363914
75,5,15500000,2048 2048 3072 2048,ring,8,1104.7366666666667,4695.837500000001,100,4998,4.859237601999999,4818.564885496183,9.254237000000016,4778.737262737262,43133.58120280578,225.8806393499176,43359.461842155695
76,5,15500000,2048 2048 3072 2048,ring,9,469.7048333333333,12135.466166666665,100,5004.2,4.883236933166667,4471.238297872341,7.157448666666664,4308.145854145854,55899.85955653913,253.8196365493467,56153.67919308848
77,5,15500000,2048 2048 3072 2048,ring,10,624.5001666666667,1154.3925000000002,100,4998.4,4.832974184833334,4510.258979206049,6.68912900000001,4550.943056943057,53450.74509803922,838.1176470588235,54288.86274509804
78,5,15500000,2048 2048 3072 2048,tree,5,552.2808333333334,2518.8561666666665,100,5000.6,4.857565359333333,4620.212598425197,7.1713890000000005,4594.881118881119,53424.90049577544,1615.8089518888346,55040.70944766427
79,5,15500000,2048 2048 3072 2048,tree,6,984.8672,3675.9358,100,5001.25,4.952633027199999,4505.694,7.8106319999999965,4480.403596403597,70584.16659780183,244.2773324518635,70828.44393025369
80,5,15500000,2048 2048 3072 2048,tree,7,961.1963333333334,17132.13966666667,100,4999.6,4.824396130666667,3954.366255144033,12.316927333333332,3827.296703296703,83693.62084456424,1192.0575022461815,84885.67834681043
81,5,15500000,2048 2048 3072 2048,tree,8,498.64416666666665,901.8495000000001,100,4999.2,4.877851794333334,4898.288201160542,8.531700999999996,4846.146853146854,41305.77391304348,1132.5217391304348,42438.29565217391
82,5,15500000,2048 2048 3072 2048,tree,9,1224.9571999999998,1114.348,100,4997.5,4.96326541,4622.660818713451,8.932703999999998,4547.917082917083,50655.358288770054,826.2673796791444,51481.6256684492
83,5,15500000,2048 2048 3072 2048,tree,10,672.5028333333333,4924.9585,100,5003,4.875837104166667,4912.88779527559,8.92178799999998,4866.77022977023,45231.8546193188,1184.9903877543618,46416.84500707316
84,5,15500000,2048 2048 3072 2048,random,5,1314.7926,1265.6052000000002,100,4997.5,4.950992940800001,4854.427685950413,6.363893000000005,4784.964035964036,40125.53483807654,1338.4887144259078,41464.023552502455
85,5,15500000,2048 2048 3072 2048,random,6,806.8554,1630.6802,100,4998.5,4.9774795354,4724.71875,8.767821000000001,4759.630369630369,40857.37237418163,1333.9358155601076,42191.308189741736
86,5,15500000,2048 2048 3072 2048,random,7,820.2969999999999,1512.8966,100,4998.25,4.986844323000001,4608.77247706422,6.694087,4569.975024975025,71154.80315618086,2393.8963804116393,73548.6995365925
87,5,15500000,2048 2048 3072 2048,random,8,1153.7601666666667,1048.0668333333333,100,4998.2,4.929116808666667,3951.5201612903224,7.0641340000000055,3989.040959040959,35960.05927598617,2224.895914190953,38184.95519017712
88,5,15500000,2048 2048 3072 2048,random,9,591.9308333333333,7867.0055,100,4998.8,4.8335317715,4450.729681978799,7.515618999999994,4563.862137862138,53917.00273656921,2290.760478179461,56207.763214748666
89,5,15500000,2048 2048 3072 2048,random,10,445.3051666666667,12919.495166666668,100,4998.8,4.830254829666667,4664.085551330799,7.972419999999999,4645.766233766234,33158.36058580975,2259.7042513863216,35418.06483719608
90,5,15500000,5120 2048 3072 2048,ring,5,655.737,15693.135166666667,100,5000.8,4.831253428,4298.333853354135,6.895379999999998,4087.186813186813,25705.955168952827,92.20475075276012,25798.159919705588
91,5,15500000,5120 2048 3072 2048,ring,6,637.2315,9707.214999999998,100,5003,4.835561619833334,4859.912317327766,7.12828700000001,4802.482517482517,29829.46066112507,124.10593466073846,29953.56659578581
92,5,15500000,5120 2048 3072 2048,ring,7,723.7636,8223.983,100,4989.75,4.9605961484,4512.3359375,6.6342769999999955,4510.808191808192,46117.43306169965,128.104384943733,46245.537446643386
93,5,15500000,5120 2048 3072 2048,ring,8,618.4996666666666,1102.9846666666667,100,4999.2,4.8932407145,4391.242647058823,8.182220666666662,4213.272727272727,13254.32443475892,189.86652138381913,13444.19095614274
94,5,15500000,5120 2048 3072 2048,ring,9,429.8736666666667,17612.254833333336,100,5001.2,4.819844531333334,5084.005943536404,7.083160999999992,4830.927072927073,26387.654490054436,116.23129857235783,26503.885788626794
95,5,15500000,5120 2048 3072 2048,ring,10,703.6204,1003.088,100,4999.25,4.988620490400001,4444.163346613545,6.903475,4578.224775224775,33542.32558139535,909.1655266757866,34451.49110807114
96,5,15500000,5120 2048 3072 2048,tree,5,654.4458333333332,1024.9568333333334,100,4151.5,136.71343168949997,4230.447105788423,10.072721333333334,4163.27972027972,66155.82730418371,1239.3048128342245,67395.13211701793
97,5,15500000,5120 2048 3072 2048,tree,6,701.6689999999999,1181.6361666666667,100,4146.5,91.55774307566668,4222.368320610687,7.609160666666657,3940.3956043956046,73571.29654588163,1233.2781393199584,74804.57468520159
98,5,15500000,5120 2048 3072 2048,tree,7,853.8636666666667,2157.1503333333335,100,4999.8,4.878475925166667,4559.9372623574145,8.317801333333335,4320.802197802198,47835.090201627165,2491.0505836575876,50326.140785284755
99,5,15500000,5120 2048 3072 2048,tree,8,848.4091666666667,958.1061666666668,100,4998.6,4.952676904833333,4058.8365384615386,8.129596666666664,4100.873126873127,40057.567823114405,3403.302058331515,43460.86988144592
100,5,15500000,5120 2048 3072 2048,tree,9,714.5441666666666,1075.323,100,4998.6,4.967569243833334,4517.089869281046,17.16671533333333,4181.000999000999,61527.77588207193,1117.5185968743601,62645.29447894629
101,5,15500000,5120 2048 3072 2048,tree,10,584.754,886.9384999999999,100,4998.8,4.946572508,4278.409181636726,7.587307333333328,4240.938061938062,41642.52186899936,2300.725410710476,43943.24727970984
102,5,15500000,5120 2048 3072 2048,random,5,711.8198,1613.0292,100,4998.75,4.9248857704,4939.882995319813,9.817865000000005,4693.742257742258,77980.54565183692,1258.0220120911486,79238.56766392807
103,5,15500000,5120 2048 3072 2048,random,6,636.8138333333334,1141.7566666666664,100,4998.4,4.871828230166666,4552.065868263473,7.902430666666676,4413.430569430569,57626.81120144535,751.5447154471544,58378.355916892506
104,5,15500000,5120 2048 3072 2048,random,7,625.5623333333334,9937.6525,100,5003.2,4.847320636666667,4773.079611650485,7.701621000000003,4769.550449550449,76437.3128879153,1040.5257393209201,77477.83862723621
105,5,15500000,5120 2048 3072 2048,random,8,468.75966666666665,896.0646666666665,100,4998.6,4.848967668333334,4753.8712871287125,6.244387999999989,4820.268731268731,66677.27363983136,350.1304958843606,67027.40413571573
106,5,15500000,5120 2048 3072 2048,random,9,1005.9591666666666,1042.0391666666667,100,4998,4.894760388999999,3883.7053406998157,8.644674666666669,3921.4075924075923,36564.24344885883,356.0157790927022,36920.25922795154
107,5,15500000,5120 2048 3072 2048,random,10,614.4825,862.5621666666666,100,4998.4,4.9417747871666675,4353.138554216867,7.98767999999999,4222.0579420579425,29292.642377078173,149.557835160948,29442.200212239124
108,5,16000000,1024 2048 3072 2048,ring,5,2692.6911666666665,11821.553666666667,100,5000.2,4.836006771166667,3877.143689320388,8.812876666666648,3816.5094905094907,35249.98341625207,139.86733001658374,35389.850746268654
109,5,16000000,1024 2048 3072 2048,ring,6,548.731,3000.3808,100,5001,4.9647458748,4537.287334593573,6.82302466666667,4414.458541458542,39940.939651354725,122.62973549659809,40063.56938685132
110,5,16000000,1024 2048 3072 2048,ring,7,1516.3303333333333,4599.538833333334,100,4997.6,4.8547569526666665,4729.613226452906,6.009590000000005,4739.297702297702,33751.75603158675,167.6192138213865,33919.37524540814
111,5,16000000,1024 2048 3072 2048,ring,8,686.364,1218.1029999999998,100,4998.8,4.869976805833333,4153.290874524715,7.210120000000012,4102.813186813187,23038.112833145165,89.73964213623456,23127.852475281397
112,5,16000000,1024 2048 3072 2048,ring,9,555.2606666666667,7377.575833333333,100,5001.6,4.850357769666666,4823.324951644101,7.908573000000007,4777.457542457542,37732.64891872902,152.666094152549,37885.31501288157
113,5,16000000,1024 2048 3072 2048,ring,10,816.8666666666667,1050.9206666666666,100,4998.4,4.935420880166666,4263.589690721649,7.8708553333333,4098.3306693306695,25847.993827160495,103.96537842190016,25951.959205582392
114,5,16000000,1024 2048 3072 2048,tree,5,1034.1707999999999,1000.0663999999999,100,4998.25,4.9486789138,4737.074226804124,6.7639179999999985,4761.717282717283,58887.48756713746,245.11637159339566,59132.603938730856
115,5,16000000,1024 2048 3072 2048,tree,6,703.9485,7547.6545,100,5000.2,4.8283510835,4605.683018867924,7.405353999999994,4562.318681318681,44928.12235094659,1518.6846566826787,46446.80700762927
116,5,16000000,1024 2048 3072 2048,tree,7,670.9531666666668,984.4123333333333,100,4998.6,4.9096283055,4122.074148296593,10.373258000000016,4018.065934065934,56164.636008824025,214.72933989479043,56379.36534871882
117,5,16000000,1024 2048 3072 2048,tree,8,576.3455,5290.475666666666,100,4998.2,4.8331744169999995,4547.635220125786,6.835720000000006,4628.997002997003,46654.65219468906,455.2870503106014,47109.93924499966
118,5,16000000,1024 2048 3072 2048,tree,9,672.0766666666667,775.8961666666665,100,4998.8,4.900656801166666,4774.872093023256,8.140872000000007,4625.17982017982,33058.63881734467,694.527749356102,33753.16656670077
119,5,16000000,1024 2048 3072 2048,tree,10,657.5283333333334,13676.739500000001,100,5004.6,4.839602668166667,4647.4586776859505,7.361083999999994,4608.674325674326,67339.4486079555,1094.679371969209,68434.12797992471
120,5,16000000,1024 2048 3072 2048,random,5,1255.968,1047.1595,100,4998.2,4.890651223666667,3730.840277777778,13.877820666666686,3871.908091908092,57016.81114659741,295.6515635419226,57312.462710139334
121,5,16000000,1024 2048 3072 2048,random,6,629.0784,1138.6807999999999,100,4998.5,4.9889824058,4828.977459016393,6.472116999999991,4839.680319680319,65520.27893555627,1331.7970503366464,66852.07598589291
122,5,16000000,1024 2048 3072 2048,random,7,826.4995,12603.729500000001,100,5002.2,4.8589709061666655,4715.316561844864,6.906559999999997,4644.1488511488515,30677.436872115122,423.77138202552266,31101.208254140645
123,5,16000000,1024 2048 3072 2048,random,8,575.0563333333333,1244.7395,100,4999.2,4.841737021333333,4957.360563380282,7.471371000000001,4733.565434565435,33903.43633937908,400.6778927631342,34304.114232142216
124,5,16000000,1024 2048 3072 2048,random,9,692.1668333333332,2818.3508333333334,100,5000.8,4.908896400166667,3896.152985074627,7.502200000000011,3906.5824175824177,48624.920980543655,1240.1840275338905,49865.105008077546
125,5,16000000,1024 2048 3072 2048,random,10,593.1258333333333,822.9736666666668,100,4998.8,4.943903044,3915.7486725663716,7.4514966666666735,4013.132867132867,43174.271979935904,473.8748780827644,43648.14685801867
126,5,16000000,2048 2048 3072 2048,ring,5,515.8188333333333,997.9808333333334,100,4998.6,4.840644420333334,4819.612576064908,6.3975329999999975,4811.993006993007,19951.01717668927,97.62142439158721,20048.638601080856
127,5,16000000,2048 2048 3072 2048,ring,6,484.53683333333333,990.1255000000001,100,4999,4.929261086833333,4163.194831013917,6.963625999999994,4060.959040959041,26347.30579406396,203.26549929010886,26550.571293354067
128,5,16000000,2048 2048 3072 2048,ring,7,1030.3381666666667,899.0785,100,4998.2,4.9385398956666675,4008.9200819672133,7.5074646666666665,3961.819180819181,26762.009332967336,151.75875455864477,26913.76808752598
129,5,16000000,2048 2048 3072 2048,ring,8,546.1283333333334,876.0791666666668,100,4999,4.922936939666667,3971.3584905660377,8.547306666666653,3822.867132867133,30160.967767233942,120.02980158418947,30280.997568818133
130,5,16000000,2048 2048 3072 2048,ring,9,991.5421666666665,992.9651666666667,100,4998.2,4.934511074666667,3800.9495495495494,9.358131999999987,4001.3156843156844,24196.255740021195,150.9007417873543,24347.15648180855
131,5,16000000,2048 2048 3072 2048,ring,10,1206.8382000000001,1595.2522,100,4997.5,4.978080692400001,4669.388059701492,6.558701000000001,4495.491508491508,42864.47712713164,118.28927185780023,42982.76639898944
132,5,16000000,2048 2048 3072 2048,tree,5,552.3485000000001,919.6594999999999,100,4998.8,4.930670706166667,4399.165562913908,11.477557333333346,4027.07992007992,57029.73905625993,246.05482532666434,57275.7938815866
133,5,16000000,2048 2048 3072 2048,tree,6,516.2641666666667,844.8545,100,4999,4.916125983666667,4288.790554414784,10.680715999999999,4091.065934065934,50129.94777870279,1829.7510028002725,51959.698781503066
