dbreadtime,dbwritetime,tps,committime,consensus_clique_cost,delay,contracttime,queuetime,peer_message_sent,peer_message_recieved,peer_message_tps
186.27032467532464,,,,,,258.26525150000026,,407.6453790238837,25727.32346832814,26134.968847352025
187.74150000000003,,,,,,248.688168509032,,391.2809825278859,29942.39314222799,30333.674124755875
293.7390909090909,,,,,,249.03895688585632,9880.535714285714,353.1838102603764,22112.233292388883,22465.41710264926
180.33605357142852,,,,,,234.50993566666648,,369.4210350177979,30618.302960236088,30987.723995253888
252.324109375,,,,,,235.58591424999997,,381.21622029650655,31594.4623931882,31975.678613484703
191.8323670886076,,,,,,272.75803750000017,,339.4201807228916,19836.774180053548,20176.19436077644
235.67375,,,,,,247.5990772499995,,273.26564232877155,16762.52516877887,17035.790811107643
225.22716363636363,,,,,,219.70598791317175,12274.111111111111,403.9434360161981,23942.051673502127,24345.995109518328
128.59103333333334,,,,,,289.09045800000024,,288.39198500488396,10632.632857256,10921.024842260884
168.83252380952382,,,,,,243.4532270000004,,286.6803995491469,15354.204723593351,15640.885123142498
121.04949206349208,,,,,,261.3270659999997,,336.139218003786,10182.747652954347,10518.886870958131
125.53398507462688,,,,,,258.1280611086858,,249.13943962616105,35449.2894367416,35698.42887636776
210.3506206896552,,,,,,244.01644549058432,14001.833333333334,350.38653933606184,22162.63074124602,22513.017280582084
201.03175,,,,,,245.50386149999997,,302.5903334955357,17317.05274593457,17619.643079430105
189.36432653061223,,,,,,244.4656400000005,,307.89636373854887,18480.41364581577,18788.31000955432
194.27556250000004,,,,,,240.29158074999933,,257.73265594224705,13962.7209481221,14220.453604064349
199.75907936507943,,,,,,278.5053425000005,,465.98499505379544,15821.05244727696,16287.037442330757
235.25208064516124,,,,,,254.9712350000011,,312.27318045862415,19723.33998005982,20035.61316051845
192.93682758620687,,,,,,245.8863362151777,16068.036585365851,363.5096789829242,19614.96127397025,19978.470952953176
242.90201724137927,,,,,,248.50975369094445,15756.125,323.56580257717957,12067.30643490157,12390.87223747875
147.3683863636363,,,,,,227.24291050000025,,226.9298407997038,13533.536961619153,13760.466802418858
129.11493103448277,,,,,,215.84256308100913,,224.0786421032361,30925.200135716317,31149.278777819552
192.6514285714286,,,,,,258.6938442500002,,312.89407748010683,21337.334911937734,21650.228989417843
106.7516909090909,,,,,,239.26961450000007,,285.88446594824427,13140.101532145738,13425.985998093982
210.07496428571432,,,,,,256.7873570000001,,703.4807949896825,18081.399558339064,18784.880353328743
172.07134848484844,,,,,,226.40796300000017,,242.01524313879844,12055.240276237164,12297.255519375962
206.5089743589744,,,,,,279.3536975279855,19882.194444444445,281.00580051339506,10141.12691636766,10422.132716881057
137.8114754098361,,,,,,249.30664249999995,,278.7852250853003,10133.225382715233,10412.010607800534
216.2966470588235,,,,,,226.3813764999998,,268.5523989639436,13546.659540352752,13815.211939316696
225.57828125000003,,,,,,253.14742450000003,,279.1709314227226,13702.743751444514,13981.914682867236
