dbreadtime,dbwritetime,tps,committime,consensus_clique_cost,delay,contracttime,queuetime,peer_message_sent,peer_message_recieved,peer_message_tps
172.8489411764706,,,,,,6.9421399999999975,,2188.5292447473025,14432.708688245317,16621.23793299262
283.7948604651163,,,,,,9.07639590909088,3355.298333333333,30395.99106084101,37554.27346529235,67950.26452613335
366.1695581395348,1034.6775555555555,40.0,,4.563692538000001,3559.3880597014927,9.655908784495496,2836.124618204032,30414.17840375587,26618.051643192488,57032.23004694836
197.36615,210.19775,,,8.328698056,,7.543072499999987,,20342.67236401432,24542.83404550179,44885.50640951611
302.24064285714286,,,,,,7.283308000000003,,1154.3958006980515,16239.31623931624,17393.712040014292
40.520375,,,,,,,,461.0875787063537,4425.712650257585,4886.800228963938
313.0320652173914,1158.5365555555554,40.00160006400256,,68.09269467733334,3569.326409495549,8.469394325657918,3217.010618363523,39414.34878054664,32137.625744819434,71551.97452536608
262.91672093023254,155.86975,,3570.0,8.3920611425,,9.034592750000003,,18573.73461012312,23461.673506611947,42035.40811673507
,,,,,,,,118.0584517660646,87.77389239998716,205.83234416605177
,,,,,,,,89.28128565051337,29.661227121670553,118.94251277218392
674.7962222222221,1314.2117777777778,39.99840006399744,,89.56585047011112,3801.130890052356,9.554971428571433,3654.4385614385615,99.4077834179357,48.48773265651438,147.8955160744501
386.7318888888889,198.2115,,3733.0,8.4327892345,,7.895998000000002,,179.78216794756943,5175.845160073553,5355.6273280211235
26.884124999999997,,,,,,,,998.2269019885975,4855.833492457514,5854.060394446112
45.498285714285714,,,,,,,,369.46211683053787,3036.414112203586,3405.876229034124
304.9273611111111,1003.4067777777776,39.99840006399744,,58.13971517555555,3855.597678916828,8.448867058823534,3534.286713286713,32767.962456395715,25107.511230456497,57875.47368685221
293.10931707317076,299.59975,,3763.0,8.44001337025,,8.554993249999999,,18373.380208685463,23192.346697315937,41565.7269060014
306.998,,,,,,9.13413993336506,1411.74,10634.770639773418,24666.454908811775,35301.22554858519
28.52257142857143,,,,,,,,396.2009426588664,4708.699462352857,5104.900405011724
213.04870588235292,1041.0076666666666,40.0,,58.683766716,4160.567669172932,8.753312142857148,3840.280719280719,12229.699773504892,4924.726519203894,17154.426292708784
244.4526666666667,217.06925,,3946.0,73.26769674399999,,8.72197636363635,,25524.44925799613,30451.838879159368,55976.2881371555
,,,,,,,,69.46517244186361,50.660733183187254,120.12590562505088
,,,,,,,,82.07592022620925,56.1269173985937,138.20283762480295
569.1943333333334,1057.6103333333333,39.99840006399744,,70.2550868547778,3802.5361344537814,10.49368499999998,3673.252747252747,70.18247443352718,41.80870262682976,111.99117706035692
295.5798888888889,208.48200000000003,,3550.0,8.3871256545,,7.036773999999997,,178.99700355392443,5087.477642795754,5266.474646349679
34.7972,,,,,,,,1082.5554977691402,5139.134481154025,6221.689978923166
280.1011081081082,,,,,,8.425693306693303,,12929.7053710312,17807.965047122336,30737.670418153535
391.9746666666665,1122.5893333333331,40.0,,4.522806728333332,3381.4503311258277,9.488596157540822,2670.0163072067335,34800.00945023271,27521.700096864886,62321.7095470976
332.307268292683,211.4185,,3786.0,8.446014719,,8.458799000000004,,20045.02101884916,24876.553812774036,44921.5748316232
27.362111111111112,,,,,,,,773.7480744804475,5181.660946409751,5955.409020890198
142.86616666666666,,,,,,7.620625999999999,,1328.5854058112814,13472.843523174588,14801.42892898587
346.1688409090909,851.6261111111112,40.00160006400256,,81.74581354866667,4058.87707641196,9.26698095034244,3229.3222570532917,42073.12561558604,28914.88697239772,70988.01258798376
187.701775,211.93175,,3539.0,8.38454184325,,8.901113571428581,,18394.768105476483,22624.868969694147,41019.63707517063
,,,,,,,,86.95652173913044,38.57370095440085,125.53022269353129
,,,,,,,,90.82033467293328,59.75978021479009,150.58011488772337
503.6363333333333,818.836,40.0,,73.46056553744444,3531.7913533834585,8.364306775407785,3472.4475524475524,105.08717458801053,58.9622641509434,164.0494387389539
332.8727777777778,345.49325000000005,,4062.0,8.514852173249999,,8.668071000000007,,156.5702366917566,4953.409812278952,5109.980048970709
227.6601333333333,,,,,,7.136431,,1099.1162618405035,15631.422977192147,16730.539239032652
277.3884318181818,,,,,,8.159719400000004,,27658.77154013421,34504.26710935491,62163.03864948911
369.35293023255815,1400.833,40.00160006400256,,98.45075996855556,3495.0189393939395,8.705653535144073,3192.292807129217,44381.40104583785,29448.249870448013,73829.65091628586
240.91216216216225,196.51025,,4147.0,8.53616721075,,8.22228000000001,,17022.32998759445,21116.38660200744,38138.71658960189
28.593,,,,,,,,1071.2360315092512,5408.7042998089555,6479.9403313182065
253.4783414634147,,,,,,8.628655952380965,3259.035447761194,22686.644512095932,30436.313355487902,53122.957867583835
312.66815909090894,1818.827888888889,40.0,,4.453542894666667,3740.161194029851,8.264998076923048,3065.3523685918235,33225.210494203784,29286.174496644297,62511.38499084808
303.14539534883727,201.874,,3858.0,8.46445465875,,8.971976500000023,,20580.694715120942,25481.256448469565,46061.95116359051
,,,,,,,,108.09112333071484,43.61351139041634,151.7046347211312
,,,,,,,,77.55213641221944,57.96525067733837,135.5173870895578
351.5373333333334,879.7136666666668,39.99840006399744,,77.83741421922223,4002.492424242424,9.999309285714292,3801.5414585414583,90.6634120826432,66.66085490948188,157.32426699212508
282.4997777777778,188.2235,,4348.0,8.586754127,,7.728785000000002,,194.6274940508878,5021.119348343401,5215.746842394289
53.13433333333333,,,,,,,,1091.2446981201235,5351.783002565848,6443.0277006859715
17.844571428571435,,,,,,,,449.09722222222223,3504.5138888888887,3953.6111111111113
